ar_url,en_url,type,source_path,target_path,status
/,/en/,folder,index.html,en/index.html,READY
/2026/01/30/why-salary-disappears-early.html,/en/2026/01/30/why-salary-disappears-early.html,file,2026/01/30/why-salary-disappears-early.html,en/2026/01/30/why-salary-disappears-early.html,READY
/2026/02/01/expenses-vs-deprivation.html,/en/2026/02/01/expenses-vs-deprivation.html,file,2026/02/01/expenses-vs-deprivation.html,en/2026/02/01/expenses-vs-deprivation.html,READY
/24-hour-rule-stop-impulse-spending/,/en/24-hour-rule-stop-impulse-spending/,folder,24-hour-rule-stop-impulse-spending/index.html,en/24-hour-rule-stop-impulse-spending/index.html,READY
/50-30-20-rule-explained/,/en/50-30-20-rule-explained/,folder,50-30-20-rule-explained/index.html,en/50-30-20-rule-explained/index.html,READY
/7-budget-mistakes-break-monthly-plan/,/en/7-budget-mistakes-break-monthly-plan/,folder,7-budget-mistakes-break-monthly-plan/index.html,en/7-budget-mistakes-break-monthly-plan/index.html,READY
/about-author/,/en/about-author/,folder,about-author/index.html,en/about-author/index.html,READY
/about-expense-manager/,/en/about-expense-manager/,folder,about-expense-manager/index.html,en/about-expense-manager/index.html,READY
/about-system/,/en/about-system/,folder,about-system/index.html,en/about-system/index.html,READY
/about/,/en/about/,folder,about/index.html,en/about/index.html,READY
/accurate-expense-calculation-method/,/en/accurate-expense-calculation-method/,folder,accurate-expense-calculation-method/index.html,en/accurate-expense-calculation-method/index.html,READY
/adjust-budget-with-changing-income/,/en/adjust-budget-with-changing-income/,folder,adjust-budget-with-changing-income/index.html,en/adjust-budget-with-changing-income/index.html,READY
/all_transactions/,/en/all_transactions/,folder,all_transactions/index.html,en/all_transactions/index.html,READY
/automate-savings-first-transfer-habit/,/en/automate-savings-first-transfer-habit/,folder,automate-savings-first-transfer-habit/index.html,en/automate-savings-first-transfer-habit/index.html,READY
/best-arabic-expense-app/,/en/best-arabic-expense-app/,folder,best-arabic-expense-app/index.html,en/best-arabic-expense-app/index.html,READY
/best-arabic-expense-manager-2026/,/en/best-arabic-expense-manager-2026/,folder,best-arabic-expense-manager-2026/index.html,en/best-arabic-expense-manager-2026/index.html,READY
/best-way-to-split-salary-monthly/,/en/best-way-to-split-salary-monthly/,folder,best-way-to-split-salary-monthly/index.html,en/best-way-to-split-salary-monthly/index.html,READY
/best-way-track-expenses-2026/,/en/best-way-track-expenses-2026/,folder,best-way-track-expenses-2026/index.html,en/best-way-track-expenses-2026/index.html,READY
/blog.html,/en/blog.html,file,blog.html,en/blog.html,READY
/blog/,/en/blog/,folder,blog/index.html,en/blog/index.html,READY
/budget-50-30-20-arabic-guide/,/en/budget-50-30-20-arabic-guide/,folder,budget-50-30-20-arabic-guide/index.html,en/budget-50-30-20-arabic-guide/index.html,READY
/budget-50-30-20/,/en/budget-50-30-20/,folder,budget-50-30-20/index.html,en/budget-50-30-20/index.html,READY
/budget-app-arabic/,/en/budget-app-arabic/,folder,budget-app-arabic/index.html,en/budget-app-arabic/index.html,READY
/budget-calculator/,/en/budget-calculator/,folder,budget-calculator/index.html,en/budget-calculator/index.html,READY
/budget-from-3000-salary/,/en/budget-from-3000-salary/,folder,budget-from-3000-salary/index.html,en/budget-from-3000-salary/index.html,READY
/budget-in-egypt/,/en/budget-in-egypt/,folder,budget-in-egypt/index.html,en/budget-in-egypt/index.html,READY
/budget-management-program/,/en/budget-management-program/,folder,budget-management-program/index.html,en/budget-management-program/index.html,READY
/budget-mistakes-make-you-fail/,/en/budget-mistakes-make-you-fail/,folder,budget-mistakes-make-you-fail/index.html,en/budget-mistakes-make-you-fail/index.html,READY
/budget-planning-practical-method/,/en/budget-planning-practical-method/,folder,budget-planning-practical-method/index.html,en/budget-planning-practical-method/index.html,READY
/budget/,/en/budget/,folder,budget/index.html,en/budget/index.html,READY
/budgeting-mistakes-people-make/,/en/budgeting-mistakes-people-make/,folder,budgeting-mistakes-people-make/index.html,en/budgeting-mistakes-people-make/index.html,READY
/build-emergency-fund-fast/,/en/build-emergency-fund-fast/,folder,build-emergency-fund-fast/index.html,en/build-emergency-fund-fast/index.html,READY
/build-monthly-budget-from-zero-15-min/,/en/build-monthly-budget-from-zero-15-min/,folder,build-monthly-budget-from-zero-15-min/index.html,en/build-monthly-budget-from-zero-15-min/index.html,READY
/build-realistic-monthly-budget/,/en/build-realistic-monthly-budget/,folder,build-realistic-monthly-budget/index.html,en/build-realistic-monthly-budget/index.html,READY
/build-sustainable-personal-financial-system/,/en/build-sustainable-personal-financial-system/,folder,build-sustainable-personal-financial-system/index.html,en/build-sustainable-personal-financial-system/index.html,READY
/case-studies/,/en/case-studies/,folder,case-studies/index.html,en/case-studies/index.html,READY
/category/أخطاء-مالية-شائعة/,/en/category/common-financial-mistakes/,folder,category/أخطاء-مالية-شائعة/index.html,en/category/common-financial-mistakes/index.html,READY
/category/الادخار/,/en/category/saving/,folder,category/الادخار/index.html,en/category/saving/index.html,READY
/category/الديون/,/en/category/debt/,folder,category/الديون/index.html,en/category/debt/index.html,READY
/category/العادات-المالية/,/en/category/financial-habits/,folder,category/العادات-المالية/index.html,en/category/financial-habits/index.html,READY
/category/الميزانية/,/en/category/budget/,folder,category/الميزانية/index.html,en/category/budget/index.html,READY
/category/تتبع-المصاريف/,/en/category/expense-tracking/,folder,category/تتبع-المصاريف/index.html,en/category/expense-tracking/index.html,READY
/category/تنظيم-المصاريف/,/en/category/organizing-expenses/,folder,category/تنظيم-المصاريف/index.html,en/category/organizing-expenses/index.html,READY
/changelog.html,/en/changelog.html,file,changelog.html,en/changelog.html,READY
/common-budget-mistakes-guide/,/en/common-budget-mistakes-guide/,folder,common-budget-mistakes-guide/index.html,en/common-budget-mistakes-guide/index.html,READY
/content-engine/authority-structure.html,/en/content-engine/authority-structure.html,file,content-engine/authority-structure.html,en/content-engine/authority-structure.html,READY
/content-engine/content-map.html,/en/content-engine/content-map.html,file,content-engine/content-map.html,en/content-engine/content-map.html,READY
/content-engine/keyword-expansion.html,/en/content-engine/keyword-expansion.html,file,content-engine/keyword-expansion.html,en/content-engine/keyword-expansion.html,READY
/content-engine/publishing-calendar.html,/en/content-engine/publishing-calendar.html,file,content-engine/publishing-calendar.html,en/content-engine/publishing-calendar.html,READY
/content-roadmap-60-days.html,/en/content-roadmap-60-days.html,file,content-roadmap-60-days.html,en/content-roadmap-60-days.html,READY
/control-daily-expenses/,/en/control-daily-expenses/,folder,control-daily-expenses/index.html,en/control-daily-expenses/index.html,READY
/cost-of-living-expenses-guide/,/en/cost-of-living-expenses-guide/,folder,cost-of-living-expenses-guide/index.html,en/cost-of-living-expenses-guide/index.html,PENDING_TRANSLATION
/daily-expense-tracking-habit-14-days/,/en/daily-expense-tracking-habit-14-days/,folder,daily-expense-tracking-habit-14-days/index.html,en/daily-expense-tracking-habit-14-days/index.html,READY
/daily-life-expenses-control/,/en/daily-life-expenses-control/,folder,daily-life-expenses-control/index.html,en/daily-life-expenses-control/index.html,PENDING_TRANSLATION
/data-sources/,/en/data-sources/,folder,data-sources/index.html,en/data-sources/index.html,READY
/debt_root/,/en/debt_root/,folder,debt_root/index.html,en/debt_root/index.html,PENDING_TRANSLATION
/difference-between-budget-and-expense-organization/,/en/difference-between-budget-and-expense-organization/,folder,difference-between-budget-and-expense-organization/index.html,en/difference-between-budget-and-expense-organization/index.html,PENDING_TRANSLATION
/difference-between-expense-management-and-wealth-management/,/en/difference-between-expense-management-and-wealth-management/,folder,difference-between-expense-management-and-wealth-management/index.html,en/difference-between-expense-management-and-wealth-management/index.html,PENDING_TRANSLATION
/download.html,/en/download.html,file,download.html,en/download.html,READY
/editorial-policy/,/en/editorial-policy/,folder,editorial-policy/index.html,en/editorial-policy/index.html,PENDING_TRANSLATION
/envelope-method-weekly-spending-habit/,/en/envelope-method-weekly-spending-habit/,folder,envelope-method-weekly-spending-habit/index.html,en/envelope-method-weekly-spending-habit/index.html,PENDING_TRANSLATION
/expense-app-vs-excel/,/en/expense-app-vs-excel/,folder,expense-app-vs-excel/index.html,en/expense-app-vs-excel/index.html,PENDING_TRANSLATION
/expense-guides/,/en/expense-guides/,folder,expense-guides/index.html,en/expense-guides/index.html,READY
/expense-guides/debt-control-strategy/,/en/expense-guides/debt-control-strategy/,folder,expense-guides/debt-control-strategy/index.html,en/expense-guides/debt-control-strategy/index.html,READY
/expense-guides/emergency-fund-plan/,/en/expense-guides/emergency-fund-plan/,folder,expense-guides/emergency-fund-plan/index.html,en/expense-guides/emergency-fund-plan/index.html,READY
/expense-guides/how-to-build-monthly-budget/,/en/expense-guides/how-to-build-monthly-budget/,folder,expense-guides/how-to-build-monthly-budget/index.html,en/expense-guides/how-to-build-monthly-budget/index.html,READY
/expense-guides/how-to-control-impulse-spending/,/en/expense-guides/how-to-control-impulse-spending/,folder,expense-guides/how-to-control-impulse-spending/index.html,en/expense-guides/how-to-control-impulse-spending/index.html,READY
/expense-guides/how-to-track-daily-expenses/,/en/expense-guides/how-to-track-daily-expenses/,folder,expense-guides/how-to-track-daily-expenses/index.html,en/expense-guides/how-to-track-daily-expenses/index.html,READY
/expense-guides/weekly-budget-review-system/,/en/expense-guides/weekly-budget-review-system/,folder,expense-guides/weekly-budget-review-system/index.html,en/expense-guides/weekly-budget-review-system/index.html,READY
/expense-ledger-practical-guide/,/en/expense-ledger-practical-guide/,folder,expense-ledger-practical-guide/index.html,en/expense-ledger-practical-guide/index.html,PENDING_TRANSLATION
/expense-management-guide/,/en/expense-management-guide/,folder,expense-management-guide/index.html,en/expense-management-guide/index.html,PENDING_TRANSLATION
/expense-manager-arabic/,/en/expense-manager-arabic/,folder,expense-manager-arabic/index.html,en/expense-manager-arabic/index.html,PENDING_TRANSLATION
/expense-organization-app-guide/,/en/expense-organization-app-guide/,folder,expense-organization-app-guide/index.html,en/expense-organization-app-guide/index.html,PENDING_TRANSLATION
/expense-tracking-morocco/,/en/expense-tracking-morocco/,folder,expense-tracking-morocco/index.html,en/expense-tracking-morocco/index.html,READY
/expense-tracking-vs-money-management/,/en/expense-tracking-vs-money-management/,folder,expense-tracking-vs-money-management/index.html,en/expense-tracking-vs-money-management/index.html,READY
/family-budget-system-guide/,/en/family-budget-system-guide/,folder,family-budget-system-guide/index.html,en/family-budget-system-guide/index.html,READY
/family-expenses-management-ar/,/en/family-expenses-management-ar/,folder,family-expenses-management-ar/index.html,en/family-expenses-management-ar/index.html,PENDING_TRANSLATION
/family-money-meeting-15-min-habit/,/en/family-money-meeting-15-min-habit/,folder,family-money-meeting-15-min-habit/index.html,en/family-money-meeting-15-min-habit/index.html,PENDING_TRANSLATION
/faq.html,/en/faq.html,file,faq.html,en/faq.html,PENDING_TRANSLATION
/fast-debt-repayment-method-intent/,/en/fast-debt-repayment-method-intent/,folder,fast-debt-repayment-method-intent/index.html,en/fast-debt-repayment-method-intent/index.html,PENDING_TRANSLATION
/fast-debt-repayment-method/,/en/fast-debt-repayment-method/,folder,fast-debt-repayment-method/index.html,en/fast-debt-repayment-method/index.html,PENDING_TRANSLATION
/features-advanced.html,/en/features-advanced.html,file,features-advanced.html,en/features-advanced.html,READY
/financial-guide/,/en/financial-guide/,folder,financial-guide/index.html,en/financial-guide/index.html,PENDING_TRANSLATION
/financial-system-framework/,/en/financial-system-framework/,folder,financial-system-framework/index.html,en/financial-system-framework/index.html,PENDING_TRANSLATION
/financial-terms/,/en/financial-terms/,folder,financial-terms/index.html,en/financial-terms/index.html,PENDING_TRANSLATION
/fixed-vs-variable-expenses-ar/,/en/fixed-vs-variable-expenses-ar/,folder,fixed-vs-variable-expenses-ar/index.html,en/fixed-vs-variable-expenses-ar/index.html,PENDING_TRANSLATION
/fixed-vs-variable-expenses/,/en/fixed-vs-variable-expenses/,folder,fixed-vs-variable-expenses/index.html,en/fixed-vs-variable-expenses/index.html,PENDING_TRANSLATION
/future-plans/,/en/future-plans/,folder,future-plans/index.html,en/future-plans/index.html,PENDING_TRANSLATION
/goals_root/,/en/goals_root/,folder,goals_root/index.html,en/goals_root/index.html,PENDING_TRANSLATION
/google04ed8dc5b604f682.html,/en/google04ed8dc5b604f682.html,file,google04ed8dc5b604f682.html,en/google04ed8dc5b604f682.html,PENDING_TRANSLATION
/guide.html,/en/guide.html,file,guide.html,en/guide.html,READY
/guides.html,/en/guides.html,file,guides.html,en/guides.html,PENDING_TRANSLATION
/guides/,/en/guides/,folder,guides/index.html,en/guides/index.html,PENDING_TRANSLATION
/guides/إدارة-الأموال/,/en/guides/money-management/,folder,guides/إدارة-الأموال/index.html,en/guides/money-management/index.html,PENDING_TRANSLATION
/guides/المصاريف/,/en/guides/expenses/,folder,guides/المصاريف/index.html,en/guides/expenses/index.html,PENDING_TRANSLATION
/guides/الميزانية/,/en/guides/budgeting/,folder,guides/الميزانية/index.html,en/guides/budgeting/index.html,PENDING_TRANSLATION
/habit-stacking-for-financial-discipline/,/en/habit-stacking-for-financial-discipline/,folder,habit-stacking-for-financial-discipline/index.html,en/habit-stacking-for-financial-discipline/index.html,PENDING_TRANSLATION
/how-it-works.html,/en/how-it-works.html,file,how-it-works.html,en/how-it-works.html,READY
/how-to-control-my-spending/,/en/how-to-control-my-spending/,folder,how-to-control-my-spending/index.html,en/how-to-control-my-spending/index.html,READY
/how-to-create-budget-step-by-step/,/en/how-to-create-budget-step-by-step/,folder,how-to-create-budget-step-by-step/index.html,en/how-to-create-budget-step-by-step/index.html,READY
/how-to-pay-off-debt-strategically/,/en/how-to-pay-off-debt-strategically/,folder,how-to-pay-off-debt-strategically/index.html,en/how-to-pay-off-debt-strategically/index.html,PENDING_TRANSLATION
/how-to-save-from-my-salary/,/en/how-to-save-from-my-salary/,folder,how-to-save-from-my-salary/index.html,en/how-to-save-from-my-salary/index.html,PENDING_TRANSLATION
/how-to-track-expenses-daily-effectively/,/en/how-to-track-expenses-daily-effectively/,folder,how-to-track-expenses-daily-effectively/index.html,en/how-to-track-expenses-daily-effectively/index.html,PENDING_TRANSLATION
/latest/,/en/latest/,folder,latest/index.html,en/latest/index.html,PENDING_TRANSLATION
/manage-personal-debt-step-by-step/,/en/manage-personal-debt-step-by-step/,folder,manage-personal-debt-step-by-step/index.html,en/manage-personal-debt-step-by-step/index.html,PENDING_TRANSLATION
/manual-vs-app-expense-tracking-comparison/,/en/manual-vs-app-expense-tracking-comparison/,folder,manual-vs-app-expense-tracking-comparison/index.html,en/manual-vs-app-expense-tracking-comparison/index.html,READY
/manual-vs-app-expense-tracking/,/en/manual-vs-app-expense-tracking/,folder,manual-vs-app-expense-tracking/index.html,en/manual-vs-app-expense-tracking/index.html,READY
/media-kit/,/en/media-kit/,folder,media-kit/index.html,en/media-kit/index.html,PENDING_TRANSLATION
/methodology/,/en/methodology/,folder,methodology/index.html,en/methodology/index.html,PENDING_TRANSLATION
/money-management-guide/,/en/money-management-guide/,folder,money-management-guide/index.html,en/money-management-guide/index.html,PENDING_TRANSLATION
/money-philosophy/,/en/money-philosophy/,folder,money-philosophy/index.html,en/money-philosophy/index.html,PENDING_TRANSLATION
/monthly-expense-table-guide/,/en/monthly-expense-table-guide/,folder,monthly-expense-table-guide/index.html,en/monthly-expense-table-guide/index.html,PENDING_TRANSLATION
/my-web-project/,/en/my-web-project/,folder,my-web-project/index.html,en/my-web-project/index.html,PENDING_TRANSLATION
/new/,/en/new/,folder,new/index.html,en/new/index.html,PENDING_TRANSLATION
/no-spend-day-financial-habit/,/en/no-spend-day-financial-habit/,folder,no-spend-day-financial-habit/index.html,en/no-spend-day-financial-habit/index.html,PENDING_TRANSLATION
/organize-expenses-variable-income/,/en/organize-expenses-variable-income/,folder,organize-expenses-variable-income/index.html,en/organize-expenses-variable-income/index.html,READY
/organize-monthly-expenses-step-by-step/,/en/organize-monthly-expenses-step-by-step/,folder,organize-monthly-expenses-step-by-step/index.html,en/organize-monthly-expenses-step-by-step/index.html,READY
/organizing-expenses/,/en/organizing-expenses/,folder,organizing-expenses/index.html,en/organizing-expenses/index.html,PENDING_TRANSLATION
/outreach/,/en/outreach/,folder,outreach/index.html,en/outreach/index.html,PENDING_TRANSLATION
/personal-budget-system-guide/,/en/personal-budget-system-guide/,folder,personal-budget-system-guide/index.html,en/personal-budget-system-guide/index.html,READY
/press/,/en/press/,folder,press/index.html,en/press/index.html,PENDING_TRANSLATION
/pricing.html,/en/pricing.html,file,pricing.html,en/pricing.html,READY
/privacy-summary/,/en/privacy-summary/,folder,privacy-summary/index.html,en/privacy-summary/index.html,PENDING_TRANSLATION
/privacy.html,/en/privacy.html,file,privacy.html,en/privacy.html,PENDING_TRANSLATION
/ready-monthly-budget-template/,/en/ready-monthly-budget-template/,folder,ready-monthly-budget-template/index.html,en/ready-monthly-budget-template/index.html,READY
/recommend/,/en/recommend/,folder,recommend/index.html,en/recommend/index.html,PENDING_TRANSLATION
/reduce-expenses-practically/,/en/reduce-expenses-practically/,folder,reduce-expenses-practically/index.html,en/reduce-expenses-practically/index.html,READY
/reduce-expenses-without-deprivation-intent/,/en/reduce-expenses-without-deprivation-intent/,folder,reduce-expenses-without-deprivation-intent/index.html,en/reduce-expenses-without-deprivation-intent/index.html,PENDING_TRANSLATION
/reduce-expenses-without-deprivation/,/en/reduce-expenses-without-deprivation/,folder,reduce-expenses-without-deprivation/index.html,en/reduce-expenses-without-deprivation/index.html,READY
/reduce-monthly-expenses-smartly/,/en/reduce-monthly-expenses-smartly/,folder,reduce-monthly-expenses-smartly/index.html,en/reduce-monthly-expenses-smartly/index.html,READY
/replace-bad-financial-habits-30-days/,/en/replace-bad-financial-habits-30-days/,folder,replace-bad-financial-habits-30-days/index.html,en/replace-bad-financial-habits-30-days/index.html,PENDING_TRANSLATION
/reports_root.html,/en/reports_root.html,file,reports_root.html,en/reports_root.html,PENDING_TRANSLATION
/reports_root/,/en/reports_root/,folder,reports_root/index.html,en/reports_root/index.html,PENDING_TRANSLATION
/resources/,/en/resources/,folder,resources/index.html,en/resources/index.html,PENDING_TRANSLATION
/results.html,/en/results.html,file,results.html,en/results.html,PENDING_TRANSLATION
/review-expenses-weekly/,/en/review-expenses-weekly/,folder,review-expenses-weekly/index.html,en/review-expenses-weekly/index.html,PENDING_TRANSLATION
/roadmap.html,/en/roadmap.html,file,roadmap.html,en/roadmap.html,PENDING_TRANSLATION
/salary-not-enough-end-of-month/,/en/salary-not-enough-end-of-month/,folder,salary-not-enough-end-of-month/index.html,en/salary-not-enough-end-of-month/index.html,PENDING_TRANSLATION
/salary-split-50-30-20-detailed/,/en/salary-split-50-30-20-detailed/,folder,salary-split-50-30-20-detailed/index.html,en/salary-split-50-30-20-detailed/index.html,PENDING_TRANSLATION
/security.html,/en/security.html,file,security.html,en/security.html,PENDING_TRANSLATION
/share/,/en/share/,folder,share/index.html,en/share/index.html,PENDING_TRANSLATION
/social-push/,/en/social-push/,folder,social-push/index.html,en/social-push/index.html,PENDING_TRANSLATION
/spending-triggers-journal-habit/,/en/spending-triggers-journal-habit/,folder,spending-triggers-journal-habit/index.html,en/spending-triggers-journal-habit/index.html,PENDING_TRANSLATION
/split-salary-first-24-hours/,/en/split-salary-first-24-hours/,folder,split-salary-first-24-hours/index.html,en/split-salary-first-24-hours/index.html,PENDING_TRANSLATION
/start-budget-from-zero-without-complexity/,/en/start-budget-from-zero-without-complexity/,folder,start-budget-from-zero-without-complexity/index.html,en/start-budget-from-zero-without-complexity/index.html,READY
/start-here/,/en/start-here/,folder,start-here/index.html,en/start-here/index.html,PENDING_TRANSLATION
/start-now.html,/en/start-now.html,file,start-now.html,en/start-now.html,PENDING_TRANSLATION
/start/,/en/start/,folder,start/index.html,en/start/index.html,PENDING_TRANSLATION
/subscription_plans/,/en/subscription_plans/,folder,subscription_plans/index.html,en/subscription_plans/index.html,PENDING_TRANSLATION
/support.html,/en/support.html,file,support.html,en/support.html,PENDING_TRANSLATION
/terms.html,/en/terms.html,file,terms.html,en/terms.html,PENDING_TRANSLATION
/tools/,/en/tools/,folder,tools/index.html,en/tools/index.html,PENDING_TRANSLATION
/topics/,/en/topics/,folder,topics/index.html,en/topics/index.html,READY
/topics/budget/,/en/topics/budget/,folder,topics/budget/index.html,en/topics/budget/index.html,READY
/topics/debt/,/en/topics/debt/,folder,topics/debt/index.html,en/topics/debt/index.html,READY
/topics/expense-tracking/,/en/topics/expense-tracking/,folder,topics/expense-tracking/index.html,en/topics/expense-tracking/index.html,READY
/topics/reports/,/en/topics/reports/,folder,topics/reports/index.html,en/topics/reports/index.html,READY
/topics/saving/,/en/topics/saving/,folder,topics/saving/index.html,en/topics/saving/index.html,READY
/topics/spending-psychology/,/en/topics/spending-psychology/,folder,topics/spending-psychology/index.html,en/topics/spending-psychology/index.html,READY
/track-expenses-daily-without-complexity-action/,/en/track-expenses-daily-without-complexity-action/,folder,track-expenses-daily-without-complexity-action/index.html,en/track-expenses-daily-without-complexity-action/index.html,PENDING_TRANSLATION
/types-of-budgets-guide/,/en/types-of-budgets-guide/,folder,types-of-budgets-guide/index.html,en/types-of-budgets-guide/index.html,READY
